,length,score
44778,346,1
44779,1950,0
44780,382,1
44781,335,0
44782,251,0
44783,661,1
44784,1110,0
44785,252,1
44786,90,0
44787,414,0
44788,786,2
44789,889,1
44790,114,0
44791,197,0
44792,154,1
44793,613,2
44794,70,1
44795,3291,0
44796,1549,80
44797,2305,2
44798,112,1
44799,226,1
44800,862,0
44801,282,3
44802,746,0
44803,604,0
44804,209,0
44805,191,0
44806,254,2
44807,1245,4
44808,1180,0
44809,454,1
44810,142,0
44811,462,1
44812,488,0
44813,250,0
44814,642,0
44815,345,0
44816,367,0
44817,1678,1
44818,101,7
44819,603,1
44820,336,1
44821,140,2
44822,110,1
44823,4090,2
44824,912,1
44825,2223,1
44826,840,5
44827,2917,3
44828,581,0
44829,168,0
44830,701,0
44831,682,2
44832,889,3
44833,351,4
44834,1308,1
44835,324,1
44836,656,0
44837,159,1
44838,1693,0
44839,384,0
44840,363,1
44841,1145,0
44842,1388,3
44843,603,11
44844,1058,2
44845,713,16
44846,201,2
44847,682,0
44848,528,2
44849,736,5
44850,841,2
44851,899,5
44852,866,0
44853,261,0
44854,691,1
44855,316,4
44856,1141,2
44857,243,0
44858,685,1
44859,805,0
44860,256,0
44861,835,2
44862,378,1
44863,1790,3
44864,413,0
44865,249,0
44866,1363,5
44867,102,0
44868,1195,5
44869,83,0
44870,150,0
44871,252,1
44872,98,0
44873,417,0
44874,103,0
44875,1093,1
44876,5613,0
44877,285,0
44878,789,1
44879,1344,1
44880,197,0
44881,907,1
44882,6065,5
44883,575,4
44884,1113,2
44885,876,2
44886,272,9
44887,5199,1
44888,1798,0
44889,386,0
44890,307,0
44891,770,0
44892,379,0
44893,1219,0
44894,1606,0
44895,946,0
44896,6539,0
44897,1725,9
44898,348,1
44899,326,0
44900,576,0
44901,298,0
44902,1570,0
44903,281,1
44904,118,0
44905,938,2
44906,127,-1
44907,84,0
44908,1202,1
44909,539,0
44910,2009,5
44911,367,0
44912,146,1
44913,2437,0
44914,313,0
44915,469,1
44916,163,3
44917,446,0
44918,3009,0
44919,136,0
44920,2133,1
44921,1499,15
44922,128,1
44923,2417,0
44924,118,0
44925,650,3
44926,959,1
44927,209,0
44928,689,3
44929,196,6
44930,174,1
44931,351,0
44932,1108,1
44933,495,1
44934,638,0
44935,241,0
44936,598,2
44937,768,0
44938,3175,0
44939,1713,0
44940,216,0
44941,1167,8
44942,18907,4
44943,232,0
44944,686,0
44945,573,13
44946,1776,6
44947,527,3
44948,561,1
44949,422,0
44950,494,0
44951,139,0
44952,471,0
44953,256,0
44954,519,1
44955,520,1
44956,681,0
44957,1061,1
44958,1311,0
44959,178,1
44960,66,0
44961,715,2
44962,370,0
44963,260,1
44964,1027,-1
44965,1241,0
44966,287,0
44967,329,7
44968,151,0
44969,4087,4
44970,1190,0
44971,633,0
44972,1064,2
44973,692,0
44974,990,0
44975,125,2
44976,455,11
44977,226,0
44978,566,3
44979,560,2
44980,1452,4
44981,1311,0
44982,361,2
44983,594,0
44984,236,1
44985,2454,0
44986,417,0
44987,235,0
44988,159,1
44989,312,1
44990,433,0
44991,1377,1
44992,397,3
44993,613,0
44994,1870,0
44995,417,2
44996,116,2
44997,190,1
44998,646,3
44999,436,5
45000,303,3
45001,577,0
45002,697,1
45003,102,0
45004,1329,0
45005,691,3
45006,142,-1
45007,1011,0
45008,873,15
45009,73,0
45010,432,2
45011,72,0
45012,75,0
45013,2213,3
45014,3543,0
45015,1051,2
45016,1057,1
45017,1188,1
45018,310,1
45019,768,1
45020,433,1
45021,784,1
45022,351,0
45023,709,0
45024,1573,2
45025,1115,6
45026,631,0
45027,885,3
45028,685,2
45029,191,0
45030,1113,0
45031,247,1
45032,452,1
45033,817,2
45034,159,120
45035,231,1
45036,394,1
45037,426,3
45038,1498,1
45039,297,0
45040,1239,2
45041,719,11
45042,214,0
45043,309,1
45044,796,0
45045,814,1
45046,163,0
45047,980,0
45048,1111,1
45049,364,0
45050,1572,1
45051,897,4
45052,83,6
45053,1174,0
45054,170,2
45055,166,1
45056,345,0
45057,986,0
45058,525,3
45059,520,3
45060,698,1
45061,132,15
45062,530,2
45063,921,0
45064,727,1
45065,724,8
45066,199,1
45067,636,1
45068,85,0
45069,831,0
45070,539,0
45071,352,0
45072,856,0
45073,278,1
45074,827,3
45075,507,0
45076,627,0
45077,768,0
45078,65,1
45079,1716,3
45080,779,3
45081,247,0
45082,1739,0
45083,265,0
45084,228,1
45085,114,1
45086,1001,0
45087,242,0
45088,201,0
45089,843,1
45090,238,2
45091,385,0
45092,1201,1
45093,629,0
45094,257,0
45095,1128,0
45096,651,2
45097,1773,0
45098,1495,0
45099,721,0
45100,266,0
45101,393,2
45102,2694,1
45103,1023,0
45104,712,0
45105,4229,11
45106,252,0
45107,2343,3
45108,546,0
45109,831,2
45110,1083,4
45111,259,0
45112,614,0
45113,232,2
45114,252,-4
45115,362,5
45116,1611,0
45117,310,0
45118,147,0
45119,286,1
45120,300,0
45121,1074,0
45122,1417,0
45123,719,1
45124,1081,1
45125,1763,1
45126,275,0
45127,739,3
45128,385,2
45129,3321,13
45130,253,0
45131,306,4
45132,924,5
45133,434,0
45134,571,0
45135,116,1
45136,787,18
45137,3272,0
45138,838,0
45139,514,6
45140,349,1
45141,1382,0
45142,113,2
45143,1055,2
45144,789,2
45145,1612,0
45146,508,0
45147,289,1
45148,3724,0
45149,707,4
45150,4678,0
45151,551,1
45152,266,13
45153,874,1
45154,3148,6
45155,1744,0
45156,1080,1
45157,1112,1
45158,318,1
45159,334,2
45160,1455,0
45161,747,1
45162,1055,4
45163,291,0
45164,128,3
45165,764,0
45166,315,1
45167,1389,0
45168,125,1
45169,575,0
45170,1430,2
45171,266,0
45172,395,1
45173,254,0
45174,468,0
45175,297,0
45176,1660,1
45177,752,1
45178,494,0
45179,1315,1
45180,1260,2
45181,769,0
45182,511,4
45183,1091,2
45184,525,1
45185,1137,1
45186,766,1
45187,2196,14
45188,270,1
45189,542,0
45190,1277,2
45191,816,0
45192,360,1
45193,596,1
45194,2236,1
45195,913,3
45196,866,2
45197,451,-1
45198,151,0
45199,209,0
45200,904,0
45201,1341,11
45202,517,0
45203,239,5
45204,974,1
45205,2459,2
45206,761,42
45207,1135,0
45208,80,0
45209,381,0
45210,246,0
45211,409,2
45212,226,6
45213,728,2
45214,232,1
45215,266,-1
45216,737,1
45217,1431,60
45218,708,12
45219,886,1
45220,488,1
45221,453,0
45222,490,0
45223,908,7
45224,386,3
45225,442,3
45226,1613,1
45227,381,0
45228,421,4
45229,281,11
45230,355,7
45231,2151,8
45232,714,0
45233,240,1
45234,314,0
45235,159,1
45236,185,0
45237,1378,0
45238,256,0
45239,258,0
45240,168,3
45241,320,0
45242,3213,11
45243,102,0
45244,602,2
45245,2042,13
45246,1359,0
45247,90,0
45248,463,0
45249,3352,0
45250,290,1
45251,643,0
45252,717,2
45253,563,0
45254,800,2
45255,361,7
45256,358,1
45257,450,0
45258,808,2
45259,597,1
45260,1758,14
45261,505,1
45262,513,0
45263,492,0
45264,289,1
45265,1740,10
45266,639,4
45267,743,0
45268,937,1
45269,295,1
45270,137,1
45271,682,30
45272,899,6
45273,719,3
45274,5061,2
45275,1174,2
45276,1081,0
45277,551,2
45278,173,0
45279,638,1
45280,168,1
45281,338,1
45282,140,4
45283,719,1
45284,673,0
45285,246,7
45286,1908,12
45287,380,-1
45288,1030,2
45289,221,1
45290,414,0
45291,887,2
45292,340,0
45293,826,1
45294,317,2
45295,359,2
45296,600,0
45297,239,0
45298,1222,1
45299,778,1
45300,247,0
45301,399,2
45302,774,1
45303,919,0
45304,474,1
45305,1176,0
45306,731,1
45307,134,5
45308,334,1
45309,486,1
45310,377,0
45311,434,6
45312,478,0
45313,392,1
45314,709,3
45315,628,0
45316,1454,1
45317,229,0
45318,146,1
45319,1502,1
45320,570,7
45321,392,2
45322,170,0
45323,2270,0
45324,667,0
45325,524,0
45326,2691,7
45327,219,1
45328,1104,0
45329,134,1
45330,515,0
45331,868,-1
45332,319,0
45333,713,0
45334,1032,1
45335,190,0
45336,268,0
45337,4102,1
45338,1012,82
45339,1122,3
45340,367,18
45341,392,3
45342,309,0
45343,100,0
45344,605,0
45345,588,32
45346,252,0
45347,874,0
45348,1004,3
45349,260,9
45350,205,11
45351,239,0
45352,220,1
45353,305,1
45354,262,1
45355,2814,1
45356,1714,0
45357,708,1
45358,340,1
45359,1191,14
45360,566,3
45361,619,2
45362,115,0
45363,2346,0
45364,461,1
45365,1469,2
45366,876,0
45367,486,-1
45368,1276,7
45369,1158,13
45370,310,0
45371,302,2
45372,534,0
45373,1612,3
45374,470,4
45375,759,0
45376,514,1
45377,700,3
45378,7061,1
45379,461,2
45380,3110,6
45381,293,0
45382,385,0
45383,1483,1
45384,3340,0
45385,471,0
45386,1218,1
45387,97,0
45388,697,0
45389,6307,5
45390,1787,9
45391,399,0
45392,515,1
45393,423,3
45394,1305,0
45395,1482,0
45396,178,0
45397,474,3
45398,824,2
45399,207,0
45400,313,1
45401,781,4
45402,871,0
45403,614,1
45404,609,0
45405,630,0
45406,2618,1
45407,1329,1
45408,958,1
45409,271,1
45410,355,2
45411,437,0
45412,9117,6
45413,1149,38
45414,1056,0
45415,301,0
45416,280,1
45417,460,0
45418,579,0
45419,205,0
45420,491,7
45421,2055,4
45422,258,0
45423,567,4
45424,1256,0
45425,2681,7
45426,107,1
45427,428,0
45428,381,7
45429,102,3
45430,208,0
45431,139,0
45432,450,1
45433,259,0
45434,376,0
45435,298,1
45436,207,1
45437,1271,0
45438,2109,1
45439,275,2
45440,689,2
45441,305,1
45442,661,1
45443,81,2
45444,384,1
45445,147,0
45446,1201,3
45447,175,5
45448,618,1
45449,633,0
45450,1736,0
45451,207,-2
45452,1044,0
45453,622,0
45454,372,0
45455,222,0
45456,762,1
45457,799,0
45458,706,0
45459,594,1
45460,953,7
45461,820,1
45462,343,1
45463,486,0
45464,474,0
45465,324,2
45466,663,2
45467,354,3
45468,965,1
45469,1213,2
45470,324,0
45471,320,0
45472,163,1
45473,1559,1
45474,134,2
45475,428,0
45476,222,4
45477,381,0
45478,381,0
45479,1713,1
45480,2239,0
45481,743,1
45482,682,3
45483,991,1
45484,346,5
45485,910,0
45486,429,-1
45487,765,50
45488,2792,2
45489,223,1
45490,366,0
45491,808,3
45492,429,-1
45493,697,0
45494,1541,10
45495,350,2
45496,237,2
45497,158,5
45498,382,11
45499,552,0
45500,998,4
45501,213,1
45502,577,2
45503,1366,4
45504,517,0
45505,454,0
45506,1386,1
45507,179,0
45508,357,0
45509,223,1
45510,546,0
45511,642,3
45512,546,1
45513,128,0
45514,443,0
45515,566,0
45516,120,1
45517,417,10
45518,445,1
45519,110,2
45520,845,1
45521,464,1
45522,287,1
45523,291,1
45524,381,1
45525,141,1
45526,1106,3
45527,301,0
45528,211,0
45529,729,0
45530,569,3
45531,94,0
45532,303,2
45533,273,1
45534,162,0
45535,1283,0
45536,560,2
45537,444,3
45538,243,1
45539,227,7
45540,1635,6
45541,300,0
45542,717,1
45543,146,4
45544,251,6
45545,1712,0
45546,178,0
45547,992,0
45548,589,0
45549,191,0
45550,4671,0
45551,1276,3
45552,940,1
45553,417,3
45554,889,0
45555,275,6
45556,872,0
45557,94,0
45558,324,1
45559,519,0
45560,370,3
45561,579,0
45562,277,0
45563,186,2
45564,713,0
45565,1581,0
45566,446,1
45567,210,1
45568,875,0
45569,367,-1
45570,1333,13
45571,581,4
45572,907,0
45573,376,1
45574,1125,2
45575,683,2
45576,113,1
45577,140,1
45578,987,4
45579,498,0
45580,398,1
45581,797,1
45582,4089,2
45583,126,0
45584,150,0
45585,418,1
45586,1158,0
45587,178,0
45588,426,0
45589,59,0
45590,504,0
45591,3833,3
45592,547,0
45593,2101,177
45594,2310,0
45595,1226,2
45596,607,0
45597,1145,1
45598,1903,10
45599,411,2
45600,146,3
45601,619,0
45602,624,1
45603,513,1
45604,240,1
45605,6308,0
45606,9754,0
45607,641,2
45608,208,0
45609,357,0
45610,271,1
45611,365,0
45612,3561,1
45613,627,0
45614,694,3
45615,1013,0
45616,800,0
45617,316,0
45618,62,2
45619,469,1
45620,1118,0
45621,706,2
45622,359,0
45623,98,0
45624,193,0
45625,697,3
45626,336,0
45627,200,1
45628,1198,0
45629,604,0
45630,414,0
45631,508,3
45632,304,0
45633,2937,3
45634,1497,0
45635,658,1
45636,197,0
45637,412,0
45638,938,4
45639,1228,1
45640,1393,3
45641,184,0
45642,534,1
45643,392,0
45644,123,0
45645,289,-1
45646,741,2
45647,125,6
45648,489,1
45649,1327,0
45650,662,0
45651,934,5
45652,2106,0
45653,137,0
45654,1155,0
45655,92,2
45656,1407,0
45657,256,0
45658,431,0
45659,73,1
45660,802,0
45661,480,11
45662,741,0
45663,542,0
45664,1490,0
45665,487,2
45666,1109,2
45667,691,5
45668,283,2
45669,2780,1
45670,720,1
45671,608,5
45672,209,0
45673,575,4
45674,438,1
45675,253,3
45676,1200,0
45677,1665,1
45678,753,0
45679,1014,7
45680,1864,5
45681,1351,0
45682,536,2
45683,1000,46
45684,717,0
45685,262,0
45686,1750,1
45687,238,0
45688,60,0
45689,1096,1
45690,281,12
45691,652,1
45692,1785,3
45693,1342,1
45694,703,3
45695,642,0
45696,2682,0
45697,270,1
45698,238,0
45699,234,2
45700,396,-1
45701,489,0
45702,468,1
45703,201,-2
45704,1682,0
45705,1624,0
45706,1061,1
45707,426,0
45708,1195,0
45709,223,0
45710,1701,1
45711,212,11
45712,1253,0
45713,1518,5
45714,2310,7
45715,329,0
45716,1440,5
45717,519,1
45718,145,0
45719,1087,0
45720,555,1
45721,402,1
45722,283,0
45723,1019,0
45724,59,0
45725,1250,2
45726,378,0
45727,249,0
45728,571,1
45729,859,0
45730,196,0
45731,1180,1
45732,1012,11
45733,131,0
45734,348,2
45735,521,-1
45736,357,0
45737,434,0
45738,137,10
45739,497,2
45740,1473,0
45741,747,2
45742,736,2
45743,357,1
45744,542,0
45745,152,8
45746,1519,2
45747,416,2
45748,736,0
45749,479,0
45750,100,0
45751,137,5
45752,1138,0
45753,2701,2
45754,179,1
45755,300,1
45756,230,1
45757,519,0
45758,614,10
45759,2714,0
45760,1659,-1
45761,671,1
45762,647,0
45763,504,0
45764,760,1
45765,2489,2
45766,4812,22
45767,862,2
45768,398,0
45769,230,1
45770,94,2
45771,160,3
45772,319,2
45773,367,1
45774,327,2
45775,1138,1
45776,1439,0
45777,467,0
45778,357,1
45779,192,4
45780,396,0
45781,276,1
45782,376,1
45783,223,1
45784,292,1
45785,123,1
45786,328,2
45787,327,0
45788,864,2
45789,405,1
45790,334,3
45791,281,1
45792,1217,2
45793,675,0
45794,1081,0
45795,474,72
45796,1114,9
45797,816,0
45798,1705,2
45799,492,1
45800,545,5
45801,854,3
45802,881,1
45803,243,0
45804,681,12
45805,192,1
45806,2535,5
45807,195,0
45808,2193,1
45809,1835,0
45810,1578,0
45811,655,0
45812,141,2
45813,262,3
45814,194,1
45815,252,0
45816,1130,0
45817,582,0
45818,3049,0
45819,291,-1
45820,700,1
45821,396,1
45822,327,3
45823,327,0
45824,444,-1
45825,1006,0
45826,893,0
45827,251,0
45828,231,7
45829,259,1
45830,758,1
45831,497,1
45832,451,1
45833,702,0
45834,687,1
45835,226,1
45836,270,26
45837,745,3
45838,1176,0
45839,435,1
45840,835,0
45841,1512,1
45842,367,1
45843,307,0
45844,4085,0
45845,892,0
45846,278,0
45847,1149,0
45848,258,0
45849,564,1
45850,361,0
45851,2837,0
45852,1642,3
45853,251,4
45854,85,5
45855,1558,1
45856,2719,5
45857,1004,1
45858,99,6
45859,1126,0
45860,676,0
45861,548,0
45862,200,4
45863,401,1
45864,187,1
45865,475,1
45866,227,1
45867,1020,0
45868,259,0
45869,1647,2
45870,340,1
45871,1009,0
45872,465,3
45873,283,0
45874,1633,2
45875,584,1
45876,764,1
45877,522,0
45878,2093,0
45879,1837,2
45880,117,-3
45881,478,0
45882,482,2
45883,229,-1
45884,186,3
45885,6280,1
45886,139,5
45887,608,2
45888,914,0
45889,621,1
45890,807,0
45891,579,1
45892,629,2
45893,384,1
45894,379,9
45895,1557,0
45896,1027,4
45897,1350,0
45898,1393,1
45899,128,0
45900,285,0
45901,442,0
45902,328,2
45903,494,2
45904,751,3
45905,490,2
45906,1207,0
45907,510,0
45908,54,1
45909,335,1
45910,550,2
45911,295,2
45912,2125,0
45913,1314,5
45914,319,-1
45915,848,0
45916,277,2
45917,859,0
45918,237,0
45919,227,2
45920,380,1
45921,688,0
45922,133,1
45923,961,3
45924,595,3
45925,852,1
45926,4779,1
45927,2093,1
45928,310,0
45929,105,0
45930,162,0
45931,755,2
45932,507,0
45933,327,1
45934,401,2
45935,168,0
45936,427,7
45937,710,1
45938,363,1
45939,470,0
45940,642,1
45941,761,0
45942,328,2
45943,2206,0
45944,3498,1
45945,678,2
45946,81,1
45947,544,1
45948,138,11
45949,245,1
45950,748,0
45951,319,2
45952,452,0
45953,2842,0
45954,400,7
45955,720,0
45956,1786,0
45957,133,1
45958,1045,1
45959,637,0
45960,232,0
45961,1135,0
45962,102,1
45963,225,0
45964,554,9
45965,1656,0
45966,611,3
45967,99,0
45968,719,0
45969,621,0
45970,403,-1
45971,344,0
45972,364,1
45973,807,1
45974,485,0
45975,585,0
45976,494,1
45977,358,0
45978,570,2
45979,440,0
45980,167,1
45981,1072,1
45982,1043,0
45983,830,0
45984,1127,6
45985,941,2
45986,2015,2
45987,107,1
45988,1449,3
45989,500,0
45990,147,0
45991,173,3
45992,170,0
45993,6724,1
45994,1701,2
45995,561,0
45996,189,1
45997,257,1
45998,412,1
45999,335,0
46000,1387,2
46001,1686,4
46002,843,1
46003,482,1
46004,241,0
46005,905,0
46006,705,0
46007,225,2
46008,3471,0
46009,179,4
46010,412,2
46011,321,1
46012,657,-1
46013,565,3
46014,586,0
46015,237,0
46016,1640,0
46017,1263,1
46018,1130,1
46019,417,0
46020,384,0
46021,567,1
46022,1810,1
46023,707,0
46024,142,1
46025,163,2
46026,217,1
46027,1145,0
46028,331,0
46029,529,4
46030,212,1
46031,433,0
46032,267,5
46033,1086,-1
46034,241,1
46035,203,1
46036,1263,0
46037,409,1
46038,3629,3
46039,1881,0
46040,615,0
46041,2075,3
46042,565,0
46043,511,2
46044,338,16
46045,750,0
46046,1046,3
46047,3173,3
46048,286,2
46049,208,0
46050,2326,1
46051,610,1
46052,892,1
46053,230,0
46054,412,0
46055,385,3
46056,800,0
46057,744,2
46058,533,3
46059,489,1
46060,1170,3
46061,389,2
46062,700,5
46063,1028,1
46064,750,0
46065,170,0
46066,891,5
46067,707,0
46068,1917,2
46069,2635,4
46070,212,6
46071,907,1
46072,921,4
46073,488,2
46074,2867,8
46075,580,0
46076,710,2
46077,131,1
46078,1590,1
46079,417,-1
46080,723,0
46081,3796,3
46082,596,2
46083,122,0
46084,3762,8
46085,690,2
46086,339,0
46087,251,7
46088,336,0
46089,529,0
46090,2058,1
46091,645,1
46092,188,0
46093,1174,3
46094,740,0
46095,343,2
46096,2598,2
46097,295,2
46098,1460,3
46099,386,2
46100,9825,5
46101,181,0
46102,223,3
46103,208,0
46104,282,0
46105,192,1
46106,2122,3
46107,144,0
46108,284,1
46109,525,0
46110,181,1
46111,1214,2
46112,157,2
46113,289,0
46114,480,7
46115,207,0
46116,4406,1
46117,622,1
46118,474,0
46119,288,0
46120,968,4
46121,840,0
46122,890,2
46123,806,0
46124,2362,2
46125,214,0
46126,925,5
46127,1508,1
46128,307,2
46129,574,0
46130,108,1
46131,642,-2
46132,693,2
46133,3394,1
46134,426,1
46135,712,4
46136,226,1
46137,361,4
46138,501,7
46139,175,0
46140,1012,0
46141,8783,0
46142,354,5
46143,2288,-1
46144,324,0
46145,870,6
46146,382,4
46147,1742,1
46148,392,3
46149,708,1
46150,549,0
46151,1746,1
46152,1687,47
46153,953,5
46154,1961,0
46155,625,1
46156,546,0
46157,288,3
46158,450,0
46159,1411,3
46160,466,7
46161,264,5
46162,491,10
46163,851,0
46164,1039,1
46165,584,3
46166,2388,0
46167,1010,17
46168,2266,0
46169,513,0
46170,106,1
46171,735,2
46172,1804,16
46173,311,0
46174,1139,4
46175,432,0
46176,1478,0
46177,113,2
46178,167,1
46179,288,3
46180,245,-1
46181,506,2
46182,1431,1
46183,357,7
46184,220,0
46185,264,0
46186,605,0
46187,1171,1
46188,1054,3
46189,2198,0
46190,479,0
46191,314,1
46192,268,0
46193,745,0
46194,541,10
46195,237,-1
46196,319,2
46197,267,3
46198,589,0
46199,2037,1
46200,282,1
46201,943,2
46202,349,2
46203,266,0
46204,934,2
46205,236,2
46206,768,1
46207,249,1
46208,590,1
46209,300,0
46210,483,1
46211,427,0
46212,311,23
46213,1217,1
46214,418,0
46215,347,3
46216,912,0
46217,2110,0
46218,909,0
46219,251,1
46220,843,6
46221,1252,1
46222,129,0
46223,1022,1
46224,180,-1
46225,245,1
46226,299,0
46227,362,0
46228,603,1
46229,135,2
46230,135,0
46231,1836,3
46232,525,0
46233,575,0
46234,558,0
46235,361,5
46236,2045,4
46237,236,2
46238,1502,0
46239,440,3
46240,425,1
46241,549,1
46242,884,1
46243,874,2
46244,125,-3
46245,946,1
46246,277,5
46247,938,1
46248,535,0
46249,651,0
46250,966,5
46251,120,1
46252,359,0
46253,314,1
46254,551,2
46255,315,2
46256,329,1
46257,732,1
46258,549,5
46259,102,8
46260,230,6
46261,784,0
46262,470,13
46263,1374,3
46264,346,1
46265,1147,0
46266,1156,0
46267,694,0
46268,249,1
46269,927,0
46270,442,1
46271,364,5
46272,533,4
46273,361,2
46274,677,0
46275,235,1
46276,672,0
46277,822,0
46278,154,1
46279,1660,2
46280,461,0
46281,727,1
46282,85,2
46283,384,3
46284,398,5
46285,535,0
46286,397,1
46287,213,2
46288,591,1
46289,604,0
46290,909,3
46291,744,1
46292,2715,1
46293,589,18
46294,413,1
46295,1321,1
46296,213,1
46297,1660,3
46298,801,0
46299,309,20
46300,163,1
46301,206,0
46302,609,-1
46303,1354,9
46304,522,2
46305,486,1
46306,1194,2
46307,717,0
46308,2184,1
46309,1221,1
46310,418,0
46311,478,1
46312,1274,0
46313,4033,4
46314,442,0
46315,357,2
46316,367,0
46317,723,0
46318,1445,3
46319,512,0
46320,6504,0
46321,8683,6
46322,702,1
46323,718,1
46324,980,2
46325,434,1
46326,99,0
46327,124,1
46328,1793,0
46329,2220,2
46330,251,9
46331,213,0
46332,915,7
46333,1219,0
46334,247,0
46335,935,0
46336,306,0
46337,73,9
46338,660,1
46339,1365,1
46340,3135,3
46341,146,0
46342,1254,2
46343,1589,1
46344,722,1
46345,342,0
46346,683,0
46347,330,0
46348,501,6
46349,328,0
46350,1532,0
46351,219,1
46352,577,1
46353,175,3
46354,682,0
46355,740,1
46356,3617,0
46357,1009,1
46358,242,-1
46359,340,0
46360,389,0
46361,921,1
46362,933,0
46363,98,2
46364,396,0
46365,170,1
46366,1959,3
46367,256,0
46368,665,0
46369,853,1
46370,541,1
46371,156,-1
46372,1196,3
46373,1123,1
46374,1129,3
46375,399,-1
46376,1166,4
46377,743,0
46378,305,6
46379,1723,6
46380,226,-2
46381,81,0
46382,367,0
46383,267,1
46384,435,0
46385,893,9
46386,593,2
46387,108,3
46388,622,0
46389,506,1
46390,901,-1
46391,221,0
46392,245,1
46393,75,6
46394,954,1
46395,339,1
46396,386,3
46397,439,2
46398,81,2
46399,615,0
46400,365,2
46401,883,0
46402,441,0
46403,675,1
46404,334,0
46405,514,1
46406,348,1
46407,1207,7
46408,743,1
46409,1462,1
46410,471,0
46411,389,3
46412,280,3
46413,664,3
46414,269,5
46415,788,1
46416,135,2
46417,2013,1
46418,916,2
46419,142,0
46420,233,1
46421,919,4
46422,381,0
46423,997,0
46424,307,0
46425,713,3
46426,215,-1
46427,331,1
46428,408,0
46429,235,1
46430,522,0
46431,297,1
46432,418,0
46433,434,1
46434,401,5
46435,435,0
46436,3659,10
46437,1801,1
46438,517,0
46439,204,3
46440,653,1
46441,193,0
46442,337,1
46443,596,0
46444,242,0
46445,868,1
46446,511,5
46447,294,0
46448,861,3
46449,273,0
46450,344,0
46451,1099,0
46452,218,0
46453,1622,2
46454,146,0
46455,1101,2
46456,717,0
46457,9827,0
46458,169,0
46459,247,0
46460,737,1
46461,573,0
46462,494,8
46463,217,0
46464,186,22
46465,125,2
46466,421,0
46467,590,1
46468,120,7
46469,601,3
46470,1807,2
46471,449,0
46472,482,26
46473,315,0
46474,1065,14
46475,2089,2
46476,283,3
46477,748,0
46478,482,1
46479,564,2
46480,230,0
46481,968,0
46482,354,2
46483,1224,-1
46484,867,0
46485,1036,3
46486,635,4
46487,551,2
46488,406,2
46489,998,3
46490,444,3
46491,579,-1
46492,276,4
46493,2171,1
46494,1828,10
46495,1791,0
46496,238,1
46497,1948,0
46498,261,0
46499,465,-1
46500,345,1
46501,659,0
46502,566,0
46503,193,0
46504,1689,0
46505,113,3
46506,108,1
46507,148,1
46508,162,0
46509,3715,5
46510,1738,1
46511,1422,4
46512,223,3
46513,425,2
46514,741,0
46515,451,0
46516,1276,0
46517,4707,0
46518,856,7
46519,774,3
46520,356,3
46521,1327,1
46522,274,0
46523,1057,0
46524,211,4
46525,984,3
46526,1269,1
46527,1033,0
46528,123,0
46529,2775,4
46530,1226,1
46531,336,2
46532,19846,6
46533,871,3
46534,2120,3
46535,285,1
46536,69,8
46537,688,1
46538,217,1
46539,1951,2
46540,1009,2
46541,725,1
46542,334,5
46543,327,2
46544,366,0
46545,1121,4
46546,1514,3
46547,675,1
46548,173,0
46549,286,0
46550,3244,2
46551,159,1
46552,433,0
46553,395,0
46554,657,0
46555,369,3
46556,257,0
46557,362,0
46558,194,0
46559,207,2
46560,463,1
46561,405,0
46562,160,1
46563,470,0
46564,387,0
46565,1330,0
46566,1819,4
46567,698,0
46568,2197,2
46569,327,0
46570,297,0
46571,1030,0
46572,1378,1
46573,298,1
46574,504,0
46575,896,1
46576,504,0
46577,379,1
46578,421,1
46579,1666,3
46580,766,0
46581,897,3
46582,401,1
46583,432,0
46584,1585,1
46585,650,0
46586,7407,0
46587,401,0
46588,844,-1
46589,951,0
46590,1601,5
46591,724,1
46592,652,1
46593,1083,1
46594,382,0
46595,310,4
46596,614,3
46597,1158,0
46598,411,0
46599,727,2
46600,277,2
46601,292,0
46602,393,0
46603,625,0
46604,553,3
46605,658,0
46606,995,2
46607,218,0
46608,584,4
46609,456,0
46610,1568,2
46611,218,0
46612,1253,10
46613,978,3
46614,93,0
46615,353,0
46616,473,2
46617,165,0
46618,693,0
46619,438,0
46620,1414,0
46621,507,1
46622,461,0
46623,278,4
46624,984,1
46625,441,0
46626,700,0
46627,479,2
46628,112,0
46629,165,1
46630,743,0
46631,1365,1
46632,720,1
46633,665,0
46634,617,1
46635,888,1
46636,1026,0
46637,1058,2
46638,933,1
46639,145,0
46640,193,-5
46641,681,0
46642,66,0
46643,408,3
46644,274,0
46645,1053,2
46646,382,0
46647,918,0
46648,642,2
46649,471,0
46650,631,1
46651,1003,0
46652,341,0
46653,516,0
46654,179,16
46655,560,5
46656,124,0
46657,95,0
46658,551,1
46659,344,1
46660,436,0
46661,1168,0
46662,368,0
46663,113,7
46664,378,0
46665,2010,1
46666,93,-1
46667,2026,0
46668,244,0
46669,712,0
46670,408,2
46671,282,4
46672,288,3
46673,238,1
46674,1050,0
46675,177,0
46676,1461,1
46677,124,0
46678,1071,0
46679,196,0
46680,266,0
46681,526,1
46682,1134,1
46683,308,3
46684,102,0
46685,172,4
46686,266,1
46687,408,1
46688,249,0
46689,299,3
46690,393,0
46691,1246,0
46692,76,0
46693,1411,4
46694,3144,-1
46695,467,2
46696,329,2
46697,853,2
46698,2260,2
46699,621,0
46700,2621,2
46701,1330,1
46702,320,5
46703,157,5
