,quest_count,id,reputation,answ_count
7879,1,14128569,1,0.0
7880,2,9469314,31,1.0
7881,1,13755555,11,0.0
7882,1,1820531,31,0.0
7883,2,9184066,69,0.0
7884,1,11780577,11,0.0
7885,5,2477473,15,0.0
7886,2,4598778,1,0.0
7887,1,13797783,3,0.0
7888,1,890033,71,0.0
7889,8,822859,1159,7.0
7890,1,6366025,61,0.0
7891,1,12361013,1,0.0
7892,2,8272846,1,1.0
7893,6,4302780,54,1.0
7894,1,3882346,143,0.0
7895,1,10090551,11,0.0
7896,1,321377,33,0.0
7897,2,9104372,35,0.0
7898,2,5545993,41,1.0
7899,1,9775182,11,0.0
7900,4,8613337,29,1.0
7901,1,13272266,11,0.0
7902,1,70273,43,1.0
7903,1,8113325,1,0.0
7904,11,5785730,77,1.0
7905,1,5543256,1,0.0
7906,2,109354,1009,33.0
7907,2,10356764,51,0.0
7908,1,7557202,3,0.0
7909,4,2245389,25,2.0
7910,6,5890750,35,0.0
7911,4,1404779,21,0.0
7912,1,608686,11,0.0
7913,1,4573989,11,0.0
7914,1,8335885,3,0.0
7915,1,11511734,1,0.0
7916,2,2698949,3,0.0
7917,6,2010284,436,9.0
7918,1,13267708,1,0.0
7919,3,4175888,69,0.0
7920,17,2923590,83,0.0
7921,1,173382,131,0.0
7922,1,2760840,123,2.0
7923,1,8306403,1,0.0
7924,4,9754036,51,0.0
7925,1,8834203,11,1.0
7926,1,9038586,11,0.0
7927,1,2638097,1,0.0
7928,23,5387,1978,31.0
7929,1,5618477,11,0.0
7930,4,3381814,75,1.0
7931,2,9930949,19,1.0
7932,5,7873189,33,0.0
7933,1,3542223,11,0.0
7934,21,11542265,45,0.0
7935,2,146258,13,0.0
7936,1,6452362,23,0.0
7937,1,1393547,65,0.0
7938,6,5012509,199,15.0
7939,3,5727873,41,0.0
7940,4,4215743,13,0.0
7941,4,3594592,65,1.0
7942,2,462456,43,0.0
7943,4,11348527,7,1.0
7944,1,2928590,48,1.0
7945,2,9870834,31,0.0
7946,18,8887910,143,0.0
7947,3,2032231,19,0.0
7948,1,788152,1,0.0
7949,11,5066297,1440,26.0
7950,1,12086134,1,0.0
7951,1,11216076,1,0.0
7952,2,5213979,579,29.0
7953,1,1522567,31,0.0
7954,1,9431596,1,0.0
7955,1,1102110,1,0.0
7956,3,10644754,7,0.0
7957,6,12161404,67,0.0
7958,1,14093363,31,0.0
7959,1,3802188,11,0.0
7960,1,8059282,11,0.0
7961,4,6564621,9,0.0
7962,2,12627430,3,0.0
7963,6,6758350,13,1.0
7964,1,6316153,398,34.0
7965,1,8041080,3,0.0
7966,1,643649,11,0.0
7967,24,3116355,907,4.0
7968,2,8580811,5,0.0
7969,4,3078477,31,3.0
7970,1,8970728,21,0.0
7971,14,6810881,1271,20.0
7972,6,3046454,31,0.0
7973,9,5747567,1079,37.0
7974,1,2188248,1,0.0
7975,1,4217550,1,0.0
7976,19,561429,645,16.0
7977,2,695180,43,0.0
7978,1,3548503,1,0.0
7979,11,9773515,119,1.0
7980,1,7600476,1,0.0
7981,2,3765502,35,0.0
7982,1,9242178,1,0.0
7983,5,3671253,1,0.0
7984,2,11435809,11,0.0
7985,1,515041,31,0.0
7986,9,8571498,3127,145.0
7987,1,1501537,1,0.0
7988,2,14085738,13,0.0
7989,3,2347199,51,0.0
7990,1,1040414,1,0.0
7991,1,270344,61,0.0
7992,1,13348097,13,0.0
7993,5,6654792,31,1.0
7994,2,7586585,1,0.0
7995,1,5875251,19,0.0
7996,3,1106022,63,1.0
7997,10,6761261,21,0.0
7998,2,182990,69,1.0
7999,1,5387106,1,0.0
8000,1,680619,61,1.0
8001,5,4506300,13,0.0
8002,1,1664358,41,1.0
8003,3,9234434,73,2.0
8004,6,10843767,125,5.0
8005,1,2932279,1,1.0
8006,1,7149979,1,0.0
8007,10,6559326,25,1.0
8008,11,11645497,13,1.0
8009,1,4748807,9,0.0
8010,3,7310196,31,4.0
8011,1,3406316,11,0.0
8012,1,12542422,1,0.0
8013,2,4791363,1,0.0
8014,1,11326906,1,1.0
8015,2,6332352,1,0.0
8016,1,13014674,1,0.0
8017,1,5390000,9,0.0
8018,8,5832224,51,0.0
8019,6,8247265,183,1.0
8020,30,168202,2464,12.0
8021,8,4232451,57,0.0
8022,1,12949329,1,1.0
8023,1,5351349,11,0.0
8024,4,4214020,103,2.0
8025,1,4441242,1,0.0
8026,5,1948437,53,5.0
8027,1,12100961,1,0.0
8028,1,12868846,11,0.0
8029,2,8456992,1,0.0
8030,1,10836102,11,0.0
8031,2,201342,61,1.0
8032,1,8788333,11,0.0
8033,3,1792486,225,8.0
8034,8,1589033,53,2.0
8035,15,480819,576,7.0
8036,2,13134656,101,0.0
8037,9,4409567,27,1.0
8038,2,1181379,1,0.0
8039,6,3916145,848,14.0
8040,1,10241809,11,0.0
8041,98,3203425,2347,4.0
8042,1,5679181,63,0.0
8043,13,2818986,198,1.0
8044,1,12156156,11,0.0
8045,1,4981682,11,0.0
8046,1,5414536,1,0.0
8047,2,9433711,11,1.0
8048,2,10929924,3,0.0
8049,2,10236822,3,0.0
8050,1,2237768,21,0.0
8051,1,5731347,1,0.0
8052,1,125013,4576,3.0
8053,1,8566034,1,0.0
8054,2,106109,425,1.0
8055,5,11424950,11,1.0
8056,2,12447426,1,0.0
8057,1,441313,11,0.0
8058,6,81783,755,11.0
8059,3,13175136,27,2.0
8060,8,7987899,49,2.0
8061,1,360388,11,0.0
8062,2,7137752,23,0.0
8063,1,10875389,13,1.0
8064,2,8175382,1,1.0
8065,1,6493075,1,0.0
8066,1,11500076,1,0.0
8067,50,3273766,2690,45.0
8068,3,11215941,51,0.0
8069,1,10138763,11,1.0
8070,19,3117694,57,3.0
8071,7,2412626,49,0.0
8072,10,4682076,177,0.0
8073,2,5019443,11,0.0
8074,4,7630509,1,0.0
8075,1,6361948,1,0.0
8076,13,3316447,107,2.0
8077,1,4969551,80,8.0
8078,1,1345815,168,3.0
8079,4,7550165,55,0.0
8080,9,7448886,103,1.0
8081,1,8474020,19,0.0
8082,1,3190617,1,0.0
8083,6,7017769,15,2.0
8084,7,2242,7956,39.0
8085,1,1829870,53,1.0
8086,6,4087116,55,1.0
8087,2,8393391,13,1.0
8088,2,10568640,13,0.0
8089,1,9088790,13,0.0
8090,7,1838130,51,0.0
8091,4,4434728,81,0.0
8092,3,4029404,131,1.0
8093,11,4457344,23,4.0
8094,1,9004494,23,0.0
8095,1,12624334,1,0.0
8096,1,385585,53,0.0
8097,1,5476529,1,0.0
8098,16,4660085,103,2.0
8099,2,10236857,13,1.0
8100,1,12490221,1,0.0
8101,1,12332635,11,1.0
8102,9,85936,2612,101.0
8103,1,13767230,1,0.0
8104,16,527530,335,1.0
8105,25,274610,377,3.0
8106,1,255617,11,0.0
8107,1,3210714,311,4.0
8108,2,4708471,21,1.0
8109,1,11399759,3,0.0
8110,8,11253744,25,0.0
8111,11,2119205,57,4.0
8112,8,3707210,137,0.0
8113,10,1655321,467,4.0
8114,6,8795242,55,5.0
8115,9,2725105,439,2.0
8116,2,13686659,25,0.0
8117,3,4144982,23,0.0
8118,1,8519128,11,0.0
8119,9,13013945,37,0.0
8120,2,7995904,1,1.0
8121,1,12777442,31,0.0
8122,2,14199090,15,0.0
8123,7,2058941,165,3.0
8124,1,1700639,3,0.0
8125,4,12988278,61,1.0
8126,2,9705461,31,1.0
8127,1,9034392,11,0.0
8128,1,7829626,11,0.0
8129,1,671403,1,0.0
8130,1,741058,48,1.0
8131,1,14034415,1,0.0
8132,2,5710639,21,0.0
8133,1,3801389,78,3.0
8134,3,7247696,1,0.0
8135,3,4700714,223,0.0
8136,1,11648176,3,0.0
8137,1,12012234,19,0.0
8138,1,10561121,21,0.0
8139,1,9272042,109,4.0
8140,10,1733546,2535,36.0
8141,1,2006366,31,0.0
8142,8,8074761,15,0.0
8143,1,268597,81,0.0
8144,2,3082956,31,0.0
8145,3,7157176,46,2.0
8146,1,2207215,46,1.0
8147,1,116045,13,0.0
8148,12,9450614,172,11.0
8149,1,8231636,1,0.0
8150,4,8400338,1,0.0
8151,1,4124637,1,1.0
8152,1,7784218,11,0.0
8153,4,6719654,11,0.0
8154,1,6287803,1,0.0
8155,7,1030943,59,0.0
8156,1,5828887,1,0.0
8157,1,13429373,11,0.0
8158,2,8222860,41,0.0
8159,1,5734015,1,0.0
8160,1,10475695,1,0.0
8161,3,417533,19,0.0
8162,1,6069986,81,2.0
8163,1,1143072,1,1.0
8164,16,171356,229,8.0
8165,1,5193481,23,2.0
8166,1,7458203,1,0.0
8167,1,8704059,1,1.0
8168,1,10035259,3,0.0
8169,2,7079769,11,1.0
8170,1,878975,1,0.0
8171,2,7419343,31,0.0
8172,1,1580657,21,1.0
8173,2,4282620,1,2.0
8174,2,9640153,13,1.0
8175,2,13706949,23,0.0
8176,3,2858224,3,0.0
8177,2,1061188,35,0.0
8178,1,1281200,1,0.0
8179,2,10591771,9,0.0
8180,1,4216628,21,1.0
8181,1,2697662,61,1.0
8182,1,10193154,11,0.0
8183,1,2215937,13,0.0
8184,1,11479398,1,0.0
8185,1,8025836,1,0.0
8186,1,652,41,0.0
8187,2,12909447,1,0.0
8188,1,5024966,1,0.0
8189,1,842794,31,0.0
8190,1,11834267,1,0.0
8191,2,1127375,363,17.0
8192,1,342261,1,0.0
8193,1,466253,41,0.0
8194,2,2368939,13,1.0
8195,1,667171,11,0.0
8196,1,4989613,33,0.0
8197,1,4065898,11,0.0
8198,11,2443074,177,2.0
8199,1,4626449,11,1.0
8200,1,13428823,1,1.0
8201,2,6064021,13,0.0
8202,1,4924548,1,0.0
8203,3,13062516,31,0.0
8204,9,5737039,922,24.0
8205,2,8380934,13,0.0
8206,5,12128533,7,0.0
8207,24,3359964,73,1.0
8208,1,2063030,1,0.0
8209,5,12598549,23,1.0
8210,7,6267505,35,0.0
8211,150,23199,88390,1316.0
8212,1,520120,11,0.0
8213,1,1029724,13,0.0
8214,3,6574601,41,0.0
8215,1,4338085,11,0.0
8216,2,444326,73,1.0
8217,1,5672700,31,0.0
8218,1,3088905,31,1.0
8219,1,7302868,1,0.0
8220,1,2840604,31,0.0
8221,1,5261820,11,0.0
8222,3,7237628,356,5.0
8223,7,5821045,37,4.0
8224,2,9634284,61,2.0
8225,1,2313884,421,9.0
8226,1,266951,33,1.0
8227,1,7817192,1,0.0
8228,1,4454485,21,3.0
8229,4,5602803,27,0.0
8230,1,4656356,3,0.0
8231,33,7119220,1051,2.0
8232,1,3779865,1,0.0
8233,4,4416498,13,0.0
8234,1,12123118,11,0.0
8235,2,3727590,38,2.0
8236,4,2958236,60,1.0
8237,2,11647933,25,0.0
8238,2,10922830,15,0.0
8239,1,2619084,1,0.0
8240,2,2111341,1,0.0
8241,2,8249560,13,0.0
8242,1,11347807,13,0.0
8243,2,386253,31,1.0
8244,1,10900594,1,1.0
8245,1,6498896,1,0.0
8246,3,6860851,182,1.0
8247,2,11871643,1,1.0
8248,1,585310,11,0.0
8249,2,5275914,21,1.0
8250,1,9305960,21,0.0
8251,2,5846563,1,0.0
8252,1,1889763,73,0.0
8253,2,2343792,363,21.0
8254,1,1085297,41,0.0
8255,2,5661480,5,1.0
8256,15,6309056,101,2.0
8257,2,1982576,1227,30.0
8258,4,7220143,23,1.0
8259,1,2022064,118,9.0
8260,2,10506995,33,3.0
8261,2,13203341,1,0.0
8262,21,2860957,346,8.0
8263,16,506367,17244,126.0
8264,3,4052710,11,1.0
8265,4,10138568,309,13.0
8266,1,6637186,1,0.0
8267,5,3485876,61,7.0
8268,1,4387585,101,0.0
8269,3,4331870,15,0.0
8270,8,777350,249,6.0
8271,2,11867125,11,0.0
8272,2,10024089,11,0.0
8273,1,7511468,1,0.0
8274,3,5873800,1,0.0
8275,15,3287068,35,0.0
8276,5,5391411,35,0.0
8277,2,3137927,46,11.0
8278,5,1038654,242,1.0
8279,3,3747492,191,10.0
8280,1,10672267,1,0.0
8281,1,3587970,13,0.0
8282,1,7973092,9,1.0
8283,2,6298039,11,1.0
8284,5,11523408,13,1.0
8285,1,332344,101,0.0
8286,1,12889919,21,4.0
8287,5,6403246,25,0.0
8288,15,1906430,127,4.0
8289,8,2645143,97,7.0
8290,3,12106149,1,0.0
8291,1,12521308,1,0.0
8292,9,1146739,43,3.0
8293,1,2552949,1,0.0
8294,1,7431249,1,1.0
8295,5,9122076,49,0.0
8296,2,6653356,31,0.0
8297,1,10878681,1,1.0
8298,2,13626747,21,1.0
8299,2,8285395,23,0.0
8300,1,12632899,1,0.0
8301,2,10314492,1,0.0
8302,1,5281864,17,0.0
8303,5,1596546,35,0.0
8304,1,6658782,1,0.0
8305,6,351718,1029,10.0
8306,2,5497860,73,1.0
8307,1,2192871,33,0.0
8308,1,10159227,1,1.0
8309,4,988071,385,3.0
8310,1,3578198,3,0.0
8311,1,3194755,11,0.0
8312,1,6516949,13,0.0
8313,8,8239543,45,0.0
8314,2,9232444,41,2.0
8315,4,11508599,27,0.0
8316,23,4238528,885,30.0
8317,5,9377393,41,0.0
8318,1,14147021,1,1.0
8319,4,60915,1378,0.0
8320,2,7702576,51,0.0
8321,2,5412004,192,6.0
8322,2,2939111,61,0.0
8323,5,4463113,7,1.0
8324,13,225792,545,6.0
8325,1,13570356,1,0.0
8326,1,6520143,1,0.0
8327,7,9027198,19,0.0
8328,1,8402718,3,0.0
8329,3,9094640,21,0.0
8330,1,6740208,3,0.0
8331,2,858638,3,0.0
8332,1,7017742,21,0.0
8333,9,4829615,83,1.0
8334,1,6283497,21,0.0
8335,187,1664266,3528,25.0
8336,1,3271709,1,0.0
8337,1,5046863,1,0.0
8338,3,4718970,93,2.0
8339,15,4254002,57,0.0
8340,5,138593,61,0.0
8341,3,9379917,61,0.0
8342,1,10527640,3,0.0
8343,1,12010812,1,0.0
8344,1,7932992,1,0.0
8345,1,3327715,1,0.0
8346,2,498702,361,6.0
8347,2,2189333,285,0.0
8348,8,10349224,77,0.0
8349,1,8695821,11,0.0
8350,1,4493411,11,0.0
8351,1,2375399,1,0.0
8352,4,4694385,68,3.0
8353,1,9658412,1,0.0
8354,3,3642674,21,1.0
8355,1,2670184,41,0.0
8356,1,4479118,13,0.0
8357,1,13533628,1,0.0
8358,2,1910788,181,0.0
8359,6,1099255,117,1.0
8360,30,4688650,1488,50.0
8361,1,13159451,1,0.0
8362,1,4661337,13,0.0
8363,1,3735988,1,0.0
8364,1,9597576,1,0.0
8365,113,2446374,1375,28.0
8366,1,2648006,21,0.0
8367,19,570191,50755,748.0
8368,3,7775104,13,0.0
8369,3,3134397,63,0.0
8370,1,12763905,3,0.0
8371,2,4819292,1,0.0
8372,11,7625775,41,0.0
8373,1,229533,51,0.0
8374,12,3016215,173,2.0
8375,9,1608466,649,31.0
8376,22,2647268,135,3.0
8377,1,10063586,21,4.0
8378,1,9784265,1,0.0
8379,1,14182979,21,0.0
8380,12,3154050,141,0.0
8381,10,2923125,55,1.0
8382,2,7262924,31,0.0
8383,2,3259619,289,1.0
8384,2,8430151,1,0.0
8385,2,9410480,1,0.0
8386,3,3705702,1166,22.0
8387,3,1851431,55,0.0
8388,17,2857574,159,2.0
8389,6,7662901,31,0.0
8390,5,1998178,63,6.0
8391,1,1460550,1,0.0
8392,10,440187,1386,32.0
8393,1,769809,21,1.0
8394,1,11636908,11,0.0
8395,2,7127178,79,4.0
8396,34,2501962,1185,21.0
8397,1,599981,27,6.0
8398,1,13440299,1,0.0
8399,1,12671190,1,0.0
8400,10,9453868,73,0.0
8401,2,11062149,31,0.0
8402,1,4890684,13,0.0
8403,1,5808416,1,1.0
8404,2,5331417,13,0.0
8405,1,9142094,11,1.0
8406,1,6245760,1,0.0
8407,1,294587,3,0.0
8408,2,2026359,1602,34.0
8409,1,1521939,3,0.0
8410,1,4909581,43,2.0
8411,2,4758117,45,2.0
8412,1,10086743,3,0.0
8413,26,3188040,553,9.0
8414,1,4980266,3,0.0
8415,3,11107879,17,0.0
8416,1,10609302,11,0.0
8417,2,3886558,9,0.0
8418,2,10828698,23,4.0
8419,10,1998288,347,6.0
8420,1,5702814,1,0.0
8421,1,6622577,2119,130.0
8422,6,1224602,236,12.0
8423,1,4746328,1456,118.0
8424,2,2353991,70,11.0
8425,3,4458900,37,5.0
8426,4,7267040,23,0.0
8427,2,3072573,11,0.0
8428,1,14182202,1,0.0
8429,1,9221227,1,0.0
8430,2,6510319,1,1.0
8431,1,802010,1,0.0
8432,2,2920943,71,2.0
8433,1,9145540,11,1.0
8434,2,4575946,21,0.0
8435,1,7461773,1,0.0
8436,1,6242533,31,0.0
8437,2,3225121,21,3.0
8438,12,7621499,55,2.0
8439,1,1416969,161,1.0
8440,4,1276318,33,0.0
8441,1,510374,11,0.0
8442,1,4245560,1,0.0
8443,2,4196406,71,0.0
8444,1,3850293,1,0.0
8445,26,1653773,363,0.0
8446,5,6849441,13,0.0
8447,1,11893454,1,0.0
8448,3,1813804,1,0.0
8449,7,3945007,109,0.0
8450,1,9751618,1,0.0
8451,1,9128098,1,0.0
8452,9,5885546,575,11.0
8453,3,9477751,41,0.0
8454,1,994760,3,0.0
8455,3,9764174,3,0.0
8456,1,5267115,21,2.0
8457,1,8815214,1,0.0
8458,1,10700700,11,0.0
8459,1,4666831,863,1.0
8460,1,9387618,19,0.0
8461,2,9153095,21,0.0
8462,1,3752871,93,3.0
8463,2,3526390,43,0.0
8464,1,2858769,11,0.0
8465,5,9761608,13,0.0
8466,3,9062323,84,5.0
8467,1,9285493,21,0.0
8468,1,12876659,11,0.0
8469,1,11939880,1,0.0
8470,1,897657,3,0.0
8471,1,152534,3,1.0
8472,1,10222654,1,0.0
8473,3,5712654,333,7.0
8474,1,7121556,9,0.0
8475,1,9668934,1,0.0
8476,3,9324419,1,0.0
8477,4,179764,61,0.0
8478,1,11684136,1,0.0
8479,1,2700885,81,0.0
8480,9,1185457,1322,41.0
8481,1,7365036,1,1.0
8482,1,1939860,51,0.0
8483,1,757953,11,0.0
8484,1,2674829,11,0.0
8485,1,10301175,1,1.0
8486,1,819363,21,0.0
8487,1,2863120,121,4.0
8488,1,12030526,1,0.0
8489,1,4238403,51,1.0
8490,9,4037630,173,9.0
8491,1,11689165,11,0.0
8492,2,1890024,471,4.0
8493,2,12904777,33,2.0
8494,1,13485245,1,0.0
8495,5,8279746,27,1.0
8496,2,6551538,25,0.0
8497,1,99363,93,2.0
8498,1,6291439,21,1.0
8499,1,12898532,13,0.0
8500,3,3565931,41,0.0
8501,1,13354431,1,0.0
8502,1,1845831,1,1.0
8503,1,10144399,11,0.0
8504,3,3822752,10654,168.0
8505,1,4415999,11,0.0
8506,1,7486826,43,1.0
8507,2,12894546,1,0.0
8508,1,10953458,11,0.0
8509,1,6581932,1,0.0
8510,1,7822135,1,1.0
8511,1,9745119,1,0.0
8512,2,4904474,1,0.0
8513,1,292102,11,0.0
8514,5,9144781,51,2.0
8515,3,2707236,47,0.0
8516,1,2945000,13,0.0
8517,1,2863508,9,1.0
8518,1,1898841,3,0.0
8519,1,3053068,1,0.0
8520,1,4111493,1,0.0
8521,3,6050182,5,0.0
8522,2,310383,21,1.0
8523,1,2761862,11,0.0
8524,1,7692514,1,0.0
8525,1,3178092,1,0.0
8526,1,2787080,1,0.0
8527,1,8214777,11,0.0
8528,3,4609188,3,0.0
8529,2,6815142,1,0.0
8530,25,1351805,625,8.0
8531,1,13572589,11,0.0
8532,1,3632774,21,0.0
8533,1,4900240,1,0.0
8534,1,367452,1,0.0
8535,3,2481744,45,0.0
8536,45,115873,23640,5.0
8537,2,269519,135,1.0
8538,2,593415,3556,19.0
8539,1,11352375,11,0.0
8540,38,2184601,1620,23.0
8541,1,5230212,61,0.0
8542,2,4714934,21,0.0
8543,4,10254331,59,0.0
8544,7,9144753,110,9.0
8545,2,3071177,33,0.0
8546,1,940118,138,5.0
8547,2,3444100,11,0.0
8548,2,13966895,1,0.0
8549,4,5028019,37,0.0
8550,2,13419509,1,0.0
8551,2,2073935,53,0.0
8552,1,1874845,11,0.0
8553,1,5704215,1,0.0
8554,1,11312722,11,0.0
8555,1,4594163,21,0.0
8556,16,6221709,326,20.0
8557,1,7249292,3,0.0
8558,2,3329109,1,0.0
8559,4,11354080,11,0.0
8560,6,2005921,39,1.0
8561,6,1825019,192,6.0
8562,1,3091056,11,0.0
8563,2,3746248,15,0.0
8564,7,636990,67,0.0
8565,1,11469487,1,0.0
8566,1,1276418,11,0.0
8567,6,1135292,138,8.0
8568,3,6497506,25,0.0
8569,1,8575264,1,0.0
8570,2,6017120,11,3.0
8571,1,4627554,11,0.0
8572,2,11085409,11,1.0
8573,1,4082785,435,5.0
8574,3,11813880,25,0.0
8575,7,8998457,49,0.0
8576,1,270438,41,1.0
8577,1,5825957,21,0.0
8578,1,445683,23,0.0
8579,2,3159040,1,0.0
8580,1,4954398,1,0.0
8581,1,5449734,11,1.0
8582,1,13225973,3,0.0
8583,1,1705864,11,0.0
8584,1,439744,31,1.0
8585,1,3404073,11,0.0
8586,1,8708995,1,0.0
8587,20,6774429,143,6.0
8588,1,10502095,1,0.0
8589,4,13101846,19,0.0
8590,5,6593943,23,0.0
8591,1,1076259,1,0.0
8592,1,10521832,33,0.0
8593,1,5242974,13,0.0
8594,1,3908443,1,0.0
8595,18,3706926,161,20.0
8596,4,8212898,5,0.0
8597,1,10221229,11,0.0
8598,1,3755847,13,0.0
8599,1,3379627,19,0.0
8600,1,6770048,21,0.0
8601,1,11982525,1,0.0
8602,108,1951708,16564,623.0
8603,1,4011952,23,0.0
8604,3,5257011,53,0.0
8605,1,5417644,3,0.0
8606,25,2231249,247,10.0
8607,1,4611476,11,0.0
8608,1,555316,21,0.0
8609,1,12998810,1,0.0
8610,4,8632766,29,0.0
8611,1,2856125,1,0.0
8612,1,5690701,31,0.0
8613,1,10499704,11,0.0
8614,1,9475678,1,0.0
8615,1,4917389,1,1.0
8616,1,2599173,11,0.0
8617,2,9316940,1,0.0
8618,4,7710336,11,0.0
8619,5,2043964,37,0.0
8620,6,506157,1042,24.0
8621,1,11532678,1,0.0
8622,4,12003845,33,0.0
8623,1,9721003,1,0.0
8624,1,1396660,13,0.0
8625,3,2595584,364,12.0
8626,1,13309906,1,0.0
8627,2,11836101,11,0.0
8628,1,5231429,11,0.0
8629,1,6426568,1,0.0
8630,2,7636274,11,0.0
8631,1,3300258,1,0.0
8632,9,51438,680,15.0
8633,6,10347787,23,0.0
8634,27,3060854,641,3.0
8635,2,2685290,23,1.0
8636,1,2738581,11,0.0
8637,2,1087959,635,30.0
8638,1,9458431,11,0.0
8639,2,5433640,33,1.0
8640,1,7870937,1,0.0
8641,1,11572490,3,0.0
8642,1,1420955,1,0.0
8643,2,9119680,11,3.0
8644,1,9894316,1,0.0
8645,1,9705943,23,0.0
8646,3,5708530,21,0.0
8647,2,2152473,41,1.0
8648,5,3901711,25,8.0
8649,1,9258154,11,0.0
8650,1,7178866,3,0.0
8651,2,8168161,45,1.0
8652,8,5870469,47,0.0
8653,6,13638990,23,0.0
8654,19,696535,8402,87.0
8655,1,1284950,11,0.0
8656,1,9782240,31,0.0
8657,5,3493439,9,0.0
8658,1,6694646,1,3.0
8659,3,4400288,21,0.0
8660,3,9002464,1,1.0
8661,1,6105319,1,0.0
8662,3,4833491,53,0.0
8663,2,11545767,21,1.0
8664,1,10186039,69,0.0
8665,1,11711462,11,0.0
8666,15,6314181,191,2.0
8667,1,12100410,1,0.0
8668,2,1335620,23,3.0
8669,1,13930581,1,0.0
8670,10,10440652,101,0.0
8671,3,11423611,511,1.0
8672,2,10159756,13,1.0
8673,1,4577792,1,0.0
8674,1,3431058,31,0.0
8675,3,917198,1331,53.0
8676,1,2205791,1,0.0
8677,1,12883024,1,0.0
8678,3,7404328,13,1.0
8679,1,9183594,3,0.0
8680,4,3968495,1,0.0
8681,2,9941289,57,4.0
8682,2,1128415,839,27.0
8683,1,3628047,26,5.0
8684,4,6691324,114,16.0
8685,1,8931328,1,0.0
8686,1,3921644,119,4.0
8687,1,4001277,3,0.0
8688,1,5258584,1,0.0
8689,1,5730918,51,0.0
8690,1,14094068,1,0.0
8691,3,2431315,749,20.0
8692,10,1572103,177,6.0
8693,1,3582543,1,1.0
8694,6,3367094,69,0.0
8695,4,2614896,59,0.0
8696,3,4663699,17,0.0
8697,1,11396005,41,0.0
8698,3,1428815,3,0.0
8699,19,547545,527,0.0
8700,1,4790505,1,0.0
8701,2,1809458,31,0.0
8702,2,135314,116,2.0
8703,1,8782554,9,0.0
8704,2,9899638,13,2.0
8705,1,5039090,11,0.0
8706,8,3613856,37,0.0
8707,3,1470428,21,1.0
8708,4,6467269,111,0.0
8709,2,5870640,202,18.0
8710,1,2853092,13,0.0
8711,1,12764400,3,0.0
8712,1,8245653,43,0.0
8713,2,4743283,1,1.0
8714,1,13424707,1,0.0
8715,1,6753502,63,1.0
8716,1,8664172,21,1.0
8717,1,2218588,13,0.0
8718,3,1136211,104814,3048.0
8719,2,7332617,9,0.0
8720,1,1471591,31,0.0
8721,6,1611952,165,1.0
8722,33,948060,851,0.0
8723,1,7354804,1,0.0
8724,1,4592420,3,0.0
8725,1,3426081,1,0.0
8726,1,3500409,1,0.0
8727,7,11703358,2889,195.0
8728,2,1886338,85,2.0
8729,2,11523144,76,2.0
8730,1,3639250,3,0.0
8731,52,4520350,1297,22.0
8732,1,14192627,1,0.0
8733,2,3100044,21,0.0
8734,1,1801867,11,0.0
8735,1,8056963,1,0.0
8736,6,9106037,300,10.0
8737,1,6091244,93,3.0
8738,3,7350089,47,1.0
8739,1,11153999,11,0.0
8740,7,5233237,327,0.0
8741,1,12339997,1,0.0
8742,2,2688842,3,0.0
8743,1,3457757,33,0.0
8744,1,5924598,1,0.0
8745,1,3647736,1,0.0
8746,1,11155825,1,0.0
8747,1,643918,1,0.0
8748,1,9762689,3,0.0
8749,2,478114,66,7.0
8750,10,11844406,157,0.0
8751,16,3223851,89,2.0
8752,1,310729,13,1.0
8753,2,1521704,726,9.0
8754,7,7811389,47,1.0
8755,2,9274699,11,0.0
8756,3,7960437,1,0.0
8757,1,450605,51,2.0
8758,1,7008549,11,2.0
8759,1,11666985,1,0.0
8760,1,610779,21,0.0
8761,2,2956423,35,0.0
8762,2,8244332,9,3.0
8763,1,4848446,31,0.0
8764,9,6345828,57,3.0
8765,1,3085403,11,0.0
8766,5,9926721,2365,135.0
8767,4,11298297,19,0.0
8768,1,5856804,11,0.0
8769,3,893346,203,5.0
8770,1,552197,161,0.0
8771,1,3846554,11,2.0
8772,27,1754999,981,59.0
8773,1,4651142,1,1.0
8774,1,8251196,19,0.0
8775,1,1464786,1,1.0
8776,1,4732236,1,0.0
8777,4,4320005,25,0.0
8778,1,7772509,1,0.0
8779,246,4106374,3987,18.0
8780,2,6924023,31,0.0
8781,1,1964695,3,0.0
8782,1,6446486,13,0.0
8783,5,9410050,27,2.0
8784,2,1767687,13,2.0
8785,1,3589221,1,0.0
8786,1,9778096,1,2.0
8787,3,10087296,29,0.0
8788,24,13220425,90,3.0
8789,1,8074956,3,0.0
8790,4,2875967,323,1.0
8791,10,12945112,163,0.0
8792,1,4119152,17,0.0
8793,10,3671879,111,1.0
8794,1,8397196,1,0.0
8795,2,11094491,51,2.0
8796,1,6738562,31,0.0
8797,1,3911280,1,0.0
8798,2,7760919,31,0.0
8799,2,10070359,13,0.0
8800,8,1669254,184,5.0
8801,1,10121073,1,0.0
8802,2,13313342,13,0.0
8803,1,9687556,11,0.0
8804,9,1713200,135,1.0
8805,1,5916518,1,0.0
8806,1,2987352,3,0.0
8807,5,5231833,57,3.0
8808,1,2338015,11,0.0
8809,2,6089401,1,2.0
8810,3,1900112,213,0.0
8811,19,1312897,127,0.0
8812,2,3345914,1,0.0
8813,9,115149,895,4.0
8814,1,5251900,31,0.0
